attendance,participation,assignment score,year_of study,number of subjects taken,class size,peer performance,cats,rats,Final exam
16,7,1,3,4,186,82,6,10,60
16,17,5,5,5,53,32,28,10,85
13,6,10,6,6,56,13,20,4,60
16,15,4,4,7,48,94,20,7,81
6,17,1,4,4,155,26,35,3,55
8,9,6,6,5,123,62,24,2,54
3,13,7,6,7,146,42,39,3,58
1,6,6,1,3,89,84,15,5,43
1,14,7,5,6,200,17,17,9,47
16,6,5,3,3,130,48,14,5,61
10,16,10,4,5,193,8,29,9,78
20,15,9,3,5,118,69,4,10,88
11,16,9,4,6,190,60,26,4,76
16,10,7,6,7,133,85,38,4,84
8,1,1,1,7,48,18,27,8,41
18,5,9,2,3,152,52,18,3,72
7,6,5,3,5,59,60,15,1,42
5,19,2,3,4,132,53,9,8,52
14,17,3,5,5,105,88,40,7,89
14,5,7,2,5,60,22,25,8,67
13,4,2,6,7,130,100,18,2,50
3,19,10,4,3,192,94,14,8,71
20,4,9,3,5,114,81,1,2,65
5,15,10,4,3,164,15,2,7,51
20,3,4,5,3,56,27,32,6,72
1,8,5,5,6,173,19,15,1,26
12,15,7,2,6,53,92,11,3,70
5,16,2,1,6,96,29,35,1,53
14,5,7,5,4,78,79,21,5,67
4,1,2,5,6,73,90,24,6,39
6,3,8,6,4,68,9,10,3,33
1,2,6,1,5,74,2,32,1,32
15,8,6,5,6,167,63,34,9,79
4,15,7,2,3,92,13,39,2,62
5,15,5,3,5,185,62,36,10,72
13,4,5,2,5,162,78,32,7,70
11,13,2,4,6,106,17,3,6,44
11,17,10,5,3,116,31,26,6,79
20,17,6,5,7,170,40,35,4,90
5,5,7,6,4,121,99,4,1,37
10,7,9,1,5,74,24,7,1,47
16,10,1,2,3,110,13,7,8,54
6,19,9,5,7,87,20,39,8,78
10,4,6,4,5,118,16,14,3,42
7,15,5,5,3,138,27,15,8,56
11,20,7,4,5,46,53,18,2,71
3,14,1,5,4,144,31,20,8,43
10,20,6,2,6,138,2,38,4,75
1,6,3,1,7,64,83,32,10,52
7,11,6,4,7,86,55,24,2,54
8,1,3,1,5,171,6,19,4,33
8,9,10,2,6,136,78,36,4,75
3,13,2,2,4,131,89,24,5,52
17,15,8,4,7,45,78,20,7,88
11,3,3,5,5,117,14,24,9,49
15,15,1,2,5,196,39,1,9,58
4,14,5,2,6,87,97,22,1,55
13,8,1,3,3,182,34,3,2,38
20,17,6,2,6,174,81,15,7,90
6,1,5,5,7,127,11,36,9,47
16,10,5,3,4,193,25,5,5,56
8,13,8,5,7,180,50,38,6,73
6,10,3,5,6,98,61,30,1,49
6,16,2,2,4,187,23,38,10,66
6,9,3,3,3,87,27,26,9,53
19,2,4,5,5,129,74,12,4,59
8,6,1,6,5,190,5,21,6,36
4,5,5,1,3,70,82,33,2,52
2,15,4,5,3,58,86,18,9,57
15,13,5,3,3,87,19,31,2,71
8,14,2,4,7,77,94,27,10,69
9,7,1,1,3,86,21,29,5,49
5,2,3,6,7,186,87,28,9,47
9,20,5,4,5,190,40,6,7,60
11,9,3,1,4,130,100,13,5,59
6,6,1,4,4,128,89,7,3,34
16,9,2,1,4,192,19,16,7,59
19,15,8,4,7,122,94,38,8,105
13,14,2,4,7,67,34,20,1,55
8,3,8,2,7,195,67,37,1,58
9,15,1,2,6,171,35,32,9,65
4,15,2,3,6,140,30,24,7,50
7,17,2,2,3,79,24,22,7,58
17,10,5,3,4,171,86,34,10,90
19,2,2,1,4,50,97,26,2,68
20,18,10,3,6,79,49,5,3,83
10,10,3,4,5,84,18,3,7,42
15,18,6,3,5,139,91,5,6,76
14,6,9,2,5,188,60,40,8,85
14,16,3,2,4,169,72,14,7,71
20,19,7,3,7,85,31,15,6,86
10,3,1,1,6,54,89,5,1,35
4,20,1,6,3,189,52,14,1,42
1,5,4,4,5,182,65,27,3,37
14,2,4,5,3,103,53,17,7,55
16,2,7,5,7,80,19,32,3,62
16,11,1,5,5,158,21,25,1,56
14,3,5,2,7,148,12,40,4,62
3,5,5,3,7,84,6,30,8,43
19,1,5,5,6,55,23,34,1,63
13,3,10,4,4,152,22,28,2,61
17,3,8,3,4,80,10,28,2,64
9,6,3,2,4,114,43,4,7,41
9,20,9,4,3,125,24,2,9,66
3,10,4,4,5,143,99,36,1,54
9,14,10,4,5,162,54,14,6,67
18,11,6,1,6,191,100,16,5,80
20,13,2,1,5,167,26,33,5,80
9,20,8,2,4,96,60,11,5,71
13,7,6,6,4,99,97,35,7,78
19,6,9,4,7,122,48,35,5,84
11,12,4,1,6,127,2,2,5,44
10,19,4,2,5,81,97,9,3,65
3,1,5,1,3,143,34,31,10,47
12,14,3,2,6,45,14,39,5,71
9,4,3,5,4,63,56,3,1,31
5,16,9,3,7,173,31,15,7,59
6,18,5,1,6,100,81,31,9,77
19,1,9,3,5,197,47,12,9,70
20,14,3,6,3,126,65,1,7,69
8,20,3,2,5,106,60,30,10,77
7,11,9,5,7,94,82,4,5,54
12,7,1,6,6,44,36,7,2,36
17,2,10,4,6,55,12,4,10,61
3,11,6,1,3,131,77,5,10,51
8,20,10,5,3,184,29,39,1,78
8,19,9,2,3,196,42,10,6,67
1,16,3,6,6,182,85,4,1,33
18,16,6,5,3,197,87,7,9,82
20,7,4,4,6,77,7,10,6,60
7,10,1,2,3,42,54,9,3,39
16,15,6,4,4,87,5,24,6,74
17,16,4,6,6,85,97,10,6,76
3,18,2,2,6,178,21,28,6,52
17,3,9,5,4,116,92,21,5,75
5,2,2,6,4,151,30,23,7,34
17,16,10,2,7,164,45,39,1,92
18,4,6,3,7,76,64,34,9,82
6,11,9,1,4,199,34,6,3,47
6,9,7,6,5,148,58,40,10,70
12,5,6,1,7,58,84,30,7,72
6,9,10,3,7,148,82,24,2,61
4,9,10,2,5,200,100,17,3,57
8,20,6,2,4,58,2,5,10,61
7,6,1,4,5,133,82,15,8,45
9,9,1,2,4,166,75,28,5,57
5,20,9,3,4,74,76,2,5,62
20,20,6,3,4,69,26,27,2,88
2,15,1,3,6,128,54,16,1,35
20,3,4,1,7,71,84,4,7,64
13,2,3,3,5,184,59,10,1,40
15,9,6,5,3,102,83,37,3,80
1,12,1,5,6,118,26,31,6,40
11,17,9,5,5,73,91,22,5,82
10,5,3,5,5,110,89,3,4,41
13,17,3,1,7,53,72,10,10,72
17,16,1,3,7,133,32,3,9,62
15,7,3,5,5,98,68,2,7,53
16,14,6,1,3,44,89,12,4,78
13,6,3,4,7,78,69,2,1,41
9,12,4,2,7,103,23,6,3,43
5,9,3,6,7,87,79,18,3,42
9,14,8,5,7,77,16,22,10,68
11,11,1,1,5,187,73,38,5,68
5,20,1,4,5,130,50,1,2,38
5,11,2,3,7,72,80,3,6,40
17,20,9,2,7,91,53,13,9,91
10,6,9,3,3,198,51,38,1,67
16,15,3,3,6,99,56,33,3,77
12,20,4,1,6,93,63,6,2,63
12,7,7,1,5,117,22,40,9,76
18,10,5,6,4,48,22,12,4,62
7,13,1,6,3,66,83,26,7,59
2,1,10,4,4,50,49,11,4,36
4,8,2,5,7,170,72,1,10,35
9,6,6,2,7,156,58,3,8,47
2,7,6,1,5,181,27,37,10,56
17,4,8,2,4,45,39,19,7,71
9,8,7,2,5,135,23,33,8,66
6,16,9,2,6,183,66,21,6,69
20,7,2,2,7,75,21,23,9,70
14,7,10,4,4,125,94,22,5,78
15,3,7,5,4,49,61,22,4,64
1,18,7,6,7,59,7,28,3,50
12,8,2,1,4,174,91,2,2,46
8,9,3,3,7,165,90,6,7,48
1,15,6,4,3,181,51,7,10,48
19,7,7,5,7,55,94,36,4,87
10,8,10,1,4,185,98,6,9,69
20,9,8,3,7,184,26,29,7,84
15,19,9,3,6,53,83,13,5,86
11,7,3,6,4,105,74,8,7,50
7,17,1,2,7,93,82,27,9,67
9,1,8,1,3,82,63,31,8,65
13,5,4,5,4,140,41,24,3,54
6,20,1,1,6,154,70,30,1,60
5,13,8,5,5,120,39,24,8,62
15,17,4,1,5,150,91,21,2,77
13,8,4,4,5,76,37,33,8,69
17,20,6,4,5,199,83,4,3,76
1,6,1,1,5,118,75,5,7,28
17,15,4,6,7,45,5,3,5,57
16,1,4,5,4,140,57,31,8,66
20,1,1,4,3,200,81,15,3,56
5,20,10,4,3,90,17,35,5,75
15,7,6,3,7,74,56,10,10,66
7,19,3,5,5,83,58,18,10,65
15,7,5,6,7,135,1,39,6,67
12,14,6,3,6,198,96,24,8,79
15,5,2,6,6,55,32,37,7,64
14,11,9,2,4,46,8,22,7,74
3,2,1,6,6,194,38,22,2,22
1,9,3,1,4,194,57,5,7,32
13,3,4,5,6,97,58,29,1,54
3,7,9,4,7,71,27,11,4,39
12,9,4,6,6,176,50,13,6,53
8,11,7,1,4,167,54,12,7,59
16,12,10,3,4,144,59,13,4,76
5,17,4,2,3,50,73,6,7,55
2,12,2,1,6,191,82,11,7,42
3,4,5,3,5,154,25,22,4,35
10,3,1,2,5,200,61,9,9,42
19,4,3,5,7,170,61,5,3,51
1,2,6,2,7,122,85,29,6,45
7,17,7,4,4,97,86,26,4,72
15,13,5,1,3,87,97,9,9,78
15,5,8,5,4,72,59,8,10,66
3,12,7,1,4,61,30,32,3,56
17,13,4,4,5,85,46,38,3,80
4,13,2,3,5,47,100,1,9,46
7,18,4,1,5,43,4,39,1,63
20,1,6,4,3,161,46,35,2,72
1,15,1,1,7,77,7,18,10,41
12,17,1,5,4,169,52,22,3,61
16,16,9,6,5,133,7,33,2,80
1,15,4,2,3,180,39,34,8,58
15,16,8,6,3,177,20,4,3,62
11,18,2,3,7,178,69,1,9,59
10,15,7,1,7,74,29,10,1,55
5,15,7,2,5,132,41,10,7,54
9,9,2,2,4,191,33,29,3,51
3,3,4,1,5,84,2,1,3,17
9,2,2,3,7,67,92,10,3,38
6,5,4,4,6,115,80,10,5,40
7,4,8,5,6,147,50,34,1,53
2,1,9,3,7,51,71,35,1,47
20,1,10,5,4,54,71,20,6,78
5,10,7,2,4,62,61,25,2,55
20,4,1,4,5,77,31,1,9,52
13,6,9,3,7,129,20,38,3,69
7,5,3,1,4,179,85,38,4,58
3,15,4,1,3,192,27,20,1,43
16,4,4,1,4,122,48,17,9,64
17,11,3,1,5,122,84,23,4,75
11,6,2,1,4,160,35,14,7,48
17,15,7,4,7,124,2,16,9,75
19,19,1,3,5,131,26,7,6,68
12,1,3,2,5,199,96,39,5,65
20,20,9,5,6,144,99,28,3,102
15,19,3,4,7,91,5,10,10,67
10,11,3,3,6,119,26,30,1,53
15,16,10,1,6,97,14,22,9,86
11,3,10,1,6,150,86,1,8,58
16,9,6,2,6,44,31,21,6,70
19,8,5,6,5,63,92,15,10,79
5,7,6,4,3,67,14,32,3,48
6,1,10,3,6,200,72,37,10,67
15,8,3,4,5,171,34,10,9,57
13,14,5,5,5,101,22,26,7,70
9,1,9,1,7,42,1,3,2,34
10,10,6,3,7,104,89,3,6,56
5,4,10,3,5,173,46,34,5,58
19,20,2,6,3,169,83,30,7,92
11,16,2,6,4,53,67,22,8,68
11,19,1,5,3,158,70,20,6,67
1,17,9,6,7,198,17,37,10,66
5,4,9,5,3,196,29,20,6,46
15,11,1,6,3,56,56,29,4,66
13,15,7,3,6,115,8,18,2,62
1,7,6,3,6,93,84,5,3,33
3,7,4,1,7,112,47,16,3,35
6,13,4,5,4,151,31,36,2,55
9,11,1,1,4,124,99,34,3,64
7,6,3,1,3,81,39,9,7,41
8,18,10,1,4,179,44,19,1,68
11,2,9,4,4,169,41,10,7,52
15,10,4,3,4,79,89,11,10,72
18,11,3,5,6,71,3,24,1,60
12,16,3,3,7,45,27,14,10,65
9,11,9,2,4,92,59,31,9,79
2,11,9,1,3,157,74,38,8,71
15,15,7,5,5,135,58,6,2,64
6,8,3,5,7,173,48,20,9,47
18,2,9,4,7,180,78,13,2,64
4,10,8,1,7,65,77,2,10,53
18,13,5,2,3,89,56,34,4,86
17,7,2,6,3,108,9,5,6,48
13,17,3,3,6,56,14,31,2,67
12,8,6,2,7,192,77,33,7,74
16,13,1,4,3,164,10,33,2,64
2,14,3,3,4,67,34,29,6,50
8,12,2,5,4,188,89,16,7,55
2,16,1,2,4,170,98,31,7,60
8,4,7,1,6,62,72,23,3,55
14,1,5,6,7,106,92,32,8,69
9,2,4,2,4,94,47,1,4,33
3,20,6,2,3,162,26,18,3,54
11,11,3,3,4,105,10,18,5,52
9,2,1,3,4,63,62,23,4,43
11,2,7,5,4,90,3,39,6,60
19,7,2,6,3,88,6,1,3,45
9,20,3,3,3,188,66,32,9,79
12,12,8,2,5,58,77,15,5,71
9,11,1,6,3,92,56,4,1,36
10,15,4,5,4,174,13,27,2,57
11,5,3,1,7,182,51,3,9,45
16,14,4,1,7,185,52,35,7,83
12,15,4,3,6,95,13,24,10,69
8,7,4,4,4,182,22,5,3,33
15,15,1,5,6,77,7,9,4,51
17,14,7,3,7,110,65,29,5,86
10,4,2,4,6,80,93,12,4,45
1,20,5,3,7,139,84,17,8,59
13,6,8,6,7,63,23,13,7,57
4,9,2,4,5,44,75,6,6,37
20,11,6,5,7,176,78,3,7,73
5,5,7,6,6,64,14,25,4,42
5,2,4,4,4,163,70,8,4,31
5,1,10,1,6,49,87,19,4,52
6,14,9,2,4,107,14,36,1,64
2,9,10,2,6,104,70,26,2,55
9,1,6,1,5,66,44,32,2,52
16,19,4,2,7,125,94,26,6,88
3,1,6,3,4,136,42,4,7,29
20,6,4,4,3,157,78,8,3,64
1,20,1,2,5,84,94,5,6,46
13,15,4,6,6,89,57,31,1,69
15,15,4,5,3,143,44,4,9,65
17,6,5,6,5,170,34,33,6,71
11,3,9,6,7,111,100,23,4,64
9,9,9,1,7,80,58,19,8,67
11,9,2,3,7,169,41,3,4,39
14,19,2,1,3,79,46,23,3,72
6,14,6,6,3,92,84,20,8,65
14,15,7,1,4,135,66,10,7,75
11,2,2,3,3,68,69,10,8,46
1,11,9,3,7,173,80,18,7,54
2,15,2,6,4,142,52,27,9,52
7,19,10,1,5,96,40,27,4,76
4,20,7,5,6,117,71,26,1,63
7,2,3,1,4,56,44,27,2,42
11,3,6,2,7,188,49,35,10,67
4,20,6,5,7,134,31,2,3,43
13,7,10,4,3,87,50,28,5,74
16,14,6,3,7,176,89,33,7,90
19,19,1,4,3,170,21,18,2,69
5,5,3,1,7,114,62,4,9,37
13,2,10,3,6,104,20,24,5,61
7,18,9,4,3,189,36,16,10,71
12,2,1,6,4,148,81,36,4,56
10,9,6,6,4,55,1,2,3,38
10,6,9,3,4,124,78,9,7,60
19,11,7,6,3,136,97,17,2,79
14,12,2,2,6,159,90,19,6,68
18,5,5,3,5,47,67,24,8,76
8,5,7,5,7,197,47,37,4,58
4,20,8,3,6,40,20,17,8,63
14,11,1,4,4,119,56,12,7,58
11,11,2,4,4,131,40,40,5,66
16,20,1,3,3,88,32,35,10,87
12,1,9,6,7,150,59,15,3,51
4,2,10,4,3,55,56,33,10,62
13,18,3,4,7,127,13,7,8,59
12,9,2,3,3,192,44,4,8,48
1,3,5,4,4,81,92,4,1,25
3,11,1,2,5,88,42,39,6,52
8,12,9,6,4,87,2,30,10,69
17,3,7,2,4,164,37,29,2,67
20,10,7,1,5,162,65,3,6,74
17,14,4,5,7,108,67,13,7,72
18,16,6,5,3,111,99,32,2,91
10,10,8,3,5,43,73,26,7,73
13,2,4,1,4,134,89,20,2,55
9,10,4,2,4,133,96,12,2,53
1,15,4,1,5,154,26,18,4,41
5,5,8,6,5,175,87,14,2,44
12,17,6,1,5,173,99,13,6,76
8,8,10,6,5,175,17,37,6,66
2,16,6,3,5,133,63,6,2,42
19,15,3,6,7,60,11,8,9,67
6,7,3,4,7,183,82,30,6,53
10,12,3,1,7,84,32,36,9,70
3,12,4,2,4,159,13,2,1,26
12,7,2,1,7,50,47,5,9,49
18,12,4,4,3,176,15,22,2,66
11,5,7,4,6,172,44,20,3,53
16,12,1,5,4,184,65,7,4,56
20,1,2,2,6,57,7,27,9,64
9,10,6,4,4,127,44,17,8,59
2,19,3,1,4,45,34,36,6,62
5,1,3,6,5,144,71,25,1,34
2,20,4,3,7,111,23,31,8,60
6,12,4,1,6,164,88,38,9,73
16,19,1,2,4,169,11,23,10,76
9,1,2,4,3,61,20,21,8,41
15,10,5,1,5,169,23,39,1,71
1,5,7,2,3,150,59,7,9,39
20,7,1,4,7,54,100,6,3,60
9,14,3,3,6,76,57,38,1,65
5,7,10,3,3,177,50,10,10,55
20,18,8,5,3,78,7,31,2,88
19,16,1,1,3,144,11,5,5,62
20,5,2,6,7,147,72,8,9,62
15,15,1,2,7,149,99,4,8,66
3,12,9,6,6,174,15,31,6,56
12,11,6,5,3,80,97,20,10,77
20,6,1,3,4,128,62,35,3,73
15,8,4,5,6,158,4,6,6,48
5,16,9,3,6,125,21,18,8,62
20,5,1,6,6,170,91,40,1,73
15,13,3,2,5,151,72,36,4,79
14,20,3,5,7,41,15,28,5,73
3,11,4,4,5,132,60,21,2,43
2,7,1,5,3,139,65,7,5,27
5,17,7,6,7,166,51,16,7,58
9,9,3,3,6,73,70,16,6,53
18,9,4,2,4,191,51,22,6,72
12,20,8,2,4,158,64,24,4,83
5,15,6,6,6,184,15,24,3,49
18,15,7,5,4,82,41,38,9,96
12,7,9,1,5,200,63,37,10,84
13,10,10,2,7,153,79,22,2,74
1,19,10,6,5,130,23,38,6,68
8,9,3,1,7,56,97,38,5,68
2,9,7,6,7,113,11,34,6,48
6,16,6,1,5,132,69,1,2,49
9,6,3,3,3,130,22,10,8,43
3,20,6,6,3,127,64,11,6,56
12,18,10,1,5,111,68,12,10,85
7,18,1,6,6,75,25,14,5,46
11,15,1,2,3,49,22,2,8,50
18,6,6,1,6,130,53,34,1,74
6,9,6,3,4,47,25,16,4,46
20,17,1,4,3,122,34,10,9,74
11,10,8,2,3,157,35,7,5,57
10,17,3,6,3,102,14,27,6,63
10,1,6,2,5,126,60,6,2,39
18,4,5,3,3,173,21,37,3,70
6,10,10,2,7,88,56,27,6,66
9,14,10,4,5,166,77,8,10,72
14,1,6,2,3,183,66,34,5,68
3,18,7,4,4,137,99,26,9,73
8,17,2,4,3,50,80,40,5,74
8,16,1,5,6,94,15,35,7,60
13,6,5,6,6,42,91,11,8,61
10,18,10,4,7,156,33,23,6,76
17,5,8,2,5,134,47,1,2,55
20,4,1,4,6,129,36,26,3,60
9,9,1,4,6,142,74,26,4,52
20,6,2,4,7,108,51,24,3,65
7,20,8,5,4,156,44,20,6,69
11,1,4,4,3,81,41,13,3,40
4,12,1,2,4,145,25,31,6,48
10,8,1,1,4,163,27,15,3,41
4,15,8,4,7,173,95,29,10,74
19,4,4,6,5,93,98,38,2,77
13,11,2,4,3,130,80,37,4,72
20,2,8,4,3,183,45,33,8,82
16,1,10,4,6,173,49,34,1,69
4,9,8,1,7,96,25,31,2,52
1,5,8,1,5,149,64,40,8,60
17,13,5,6,4,180,41,8,7,66
6,6,1,5,3,125,59,9,5,33
19,9,6,2,7,66,93,12,5,76
11,12,10,3,4,53,30,20,2,66
20,6,6,1,7,184,8,20,8,71
2,10,6,2,3,125,89,36,9,67
1,7,10,5,7,174,54,14,8,45
9,13,1,4,7,162,91,7,8,52
10,11,8,2,3,169,18,2,3,48
5,3,9,2,7,163,49,36,5,57
9,13,6,5,4,152,88,27,2,66
5,11,10,2,7,45,94,12,7,63
16,13,4,5,3,62,52,17,4,68
16,12,2,6,6,105,100,10,8,68
5,6,10,2,6,160,31,18,3,47
14,10,5,2,4,71,5,23,6,64
4,13,5,6,5,144,54,40,4,60
2,14,3,5,6,47,29,18,5,40
9,8,10,4,5,165,26,9,9,57
4,19,10,2,5,115,63,19,9,74
12,11,4,2,5,118,3,38,1,62
11,13,3,1,5,67,39,36,5,70
8,2,7,1,3,46,31,2,6,39
15,10,1,3,7,190,90,40,8,79
19,15,2,5,4,121,22,34,8,82
17,13,10,2,3,119,62,38,3,95
14,14,9,6,4,172,33,6,7,67
9,19,2,5,3,148,98,40,1,75
14,11,1,1,6,134,79,16,3,59
2,5,6,4,7,78,30,38,2,43
12,2,4,6,7,109,60,8,3,40
14,3,9,3,6,93,62,31,8,76
11,1,8,4,3,139,50,36,5,64
11,8,3,2,3,120,12,27,7,57
18,8,2,6,6,194,72,35,10,80
19,15,10,5,3,96,99,31,9,107
3,7,2,2,7,187,57,36,2,43
2,18,9,6,7,51,44,8,10,57
5,19,7,1,4,131,67,20,6,69
10,10,3,3,5,95,4,32,8,59
7,1,3,2,3,61,73,35,10,58
11,20,4,3,3,95,53,36,6,82
20,14,7,1,4,96,62,18,5,87
6,10,9,5,7,195,80,30,1,61
1,11,5,2,5,189,13,1,6,28
14,18,7,5,3,43,32,5,2,64
5,7,7,3,6,186,10,17,5,41
12,12,7,2,4,98,12,26,9,72
7,14,4,2,7,191,49,14,1,46
12,11,1,6,7,80,34,27,2,52
6,5,2,4,6,80,58,14,10,42
6,8,5,1,3,199,17,40,3,55
10,3,5,4,5,161,29,15,3,41
8,1,1,5,3,154,70,39,7,52
18,20,8,1,3,104,32,11,7,87
13,4,3,3,7,160,5,15,7,45
2,20,7,4,5,123,19,13,2,47
9,17,5,5,6,173,53,31,1,65
3,3,5,5,7,110,65,13,9,38
10,13,1,2,4,169,78,33,10,73
19,17,4,1,3,49,71,25,2,86
2,20,9,4,3,179,2,32,4,62
17,17,1,3,4,113,88,35,9,91
4,7,7,6,5,151,20,9,1,30
3,12,1,2,3,179,48,1,10,36
16,20,7,6,7,55,83,27,10,97
13,18,7,2,7,145,83,28,7,88
11,20,9,2,3,154,8,34,9,88
7,15,10,6,3,68,74,26,7,76
7,13,8,6,4,123,49,7,6,54
16,17,7,5,6,181,26,24,3,76
12,20,1,6,6,194,62,8,2,54
9,17,10,2,6,108,75,4,10,74
2,18,2,2,4,65,34,5,10,44
11,10,10,3,5,115,6,12,8,62
4,10,5,6,4,158,18,9,7,37
12,7,3,6,7,144,40,5,2,38
11,2,7,1,4,175,17,24,6,54
1,4,9,1,4,178,9,7,10,36
16,19,8,6,7,163,78,30,10,98
8,2,3,2,4,96,16,19,9,42
2,15,1,2,5,117,68,39,3,55
3,17,9,6,6,41,46,12,3,52
9,8,3,2,4,45,62,20,10,60
8,18,5,2,3,90,67,27,2,69
6,14,3,4,7,133,63,24,10,61
19,6,8,5,3,138,57,35,6,86
20,1,2,1,7,87,87,40,1,73
6,10,3,1,7,45,9,20,8,47
11,17,5,4,7,167,45,1,2,51
7,8,3,2,7,103,27,17,2,38
18,5,2,5,5,81,80,40,7,79
5,6,1,1,5,121,77,38,6,54
19,15,10,3,3,106,8,18,10,90
8,4,4,5,5,88,42,14,4,39
17,8,5,4,4,120,18,35,10,79
9,5,1,1,6,155,25,22,1,37
19,11,4,1,3,176,76,3,4,67
11,2,6,5,6,151,98,19,9,61
1,11,7,4,6,79,75,26,8,57
3,20,7,6,6,195,98,34,4,72
19,17,8,2,4,141,72,6,5,83
14,8,5,6,3,136,100,21,3,67
14,18,9,6,7,136,98,15,8,86
2,5,2,4,6,131,100,23,3,37
15,13,5,6,4,42,8,1,9,58
20,14,5,3,4,45,37,6,5,72
19,15,2,2,7,127,36,11,5,67
2,17,8,5,3,118,81,23,6,64
2,19,9,4,7,49,68,39,5,75
1,1,4,3,6,156,22,40,5,37
6,2,4,1,6,126,1,16,10,37
6,7,9,4,6,142,2,17,8,49
16,18,4,3,7,60,98,18,10,88
12,7,3,2,4,42,90,9,1,50
4,18,5,4,3,143,79,7,9,58
11,10,1,5,7,141,15,17,7,46
5,9,5,1,7,60,94,3,6,46
10,16,7,2,5,200,97,1,7,66
12,14,5,4,3,167,64,38,5,79
8,10,2,1,5,159,8,2,3,31
8,15,2,1,4,193,15,18,3,48
10,6,6,1,3,166,64,12,5,54
7,13,8,4,3,89,50,14,6,60
13,9,5,5,4,86,64,15,9,66
12,12,4,3,3,111,32,26,2,61
13,13,8,4,6,60,70,3,8,68
2,2,2,6,4,63,87,6,2,21
14,14,10,3,3,140,84,30,6,92
19,13,3,2,6,146,34,20,7,75
7,7,9,3,6,160,3,16,3,45
6,8,4,2,4,197,50,14,9,48
20,16,3,2,4,66,42,1,2,65
7,16,3,6,4,64,63,2,9,51
8,2,4,2,4,78,44,3,5,34
4,9,7,6,6,179,92,9,6,47
13,11,6,2,3,62,78,27,4,75
4,14,1,3,5,111,72,17,1,41
8,10,4,3,7,140,63,6,1,40
8,6,5,3,7,170,39,10,4,40
11,19,1,4,4,56,28,30,6,68
20,4,2,4,7,137,52,25,5,65
9,15,7,6,3,142,16,12,10,61
3,15,2,4,3,62,94,39,8,68
2,4,5,6,6,184,31,19,4,29
12,20,4,6,6,50,65,29,9,83
7,5,5,3,5,71,82,33,8,63
19,3,9,5,6,124,27,26,5,72
9,2,7,4,5,156,97,22,8,60
10,14,3,4,7,88,91,26,3,65
7,20,5,3,4,69,29,24,8,69
1,13,10,6,4,182,19,38,4,58
8,20,2,5,5,88,7,14,3,49
8,9,2,2,4,124,34,22,3,46
17,4,6,1,3,185,34,38,2,72
17,15,8,1,5,145,71,11,3,78
7,4,1,2,7,47,50,7,8,35
19,2,8,3,7,138,39,34,8,80
6,8,8,6,7,118,96,27,6,63
7,15,3,2,6,189,19,18,2,46
13,17,5,4,5,191,11,23,9,72
11,18,2,1,6,123,22,15,2,55
14,14,2,6,3,107,76,38,2,75
14,15,2,5,7,95,72,28,4,71
9,4,4,3,6,72,64,22,5,51
1,14,8,3,4,66,22,10,4,42
5,10,8,2,7,71,18,2,9,45
12,12,3,5,7,173,95,8,5,57
5,16,9,6,7,122,80,29,9,75
7,10,7,3,7,50,60,29,9,68
18,3,9,2,7,194,97,22,10,84
18,11,5,5,7,111,30,15,1,61
11,8,3,5,3,151,65,19,8,58
12,3,1,5,4,184,59,9,1,35
15,2,8,4,4,61,65,31,6,73
6,13,7,5,7,175,46,21,2,52
4,7,9,5,3,72,93,2,3,44
14,7,7,2,3,149,44,8,4,57
17,17,2,6,6,177,45,27,6,76
17,3,3,5,3,104,95,22,9,71
15,10,8,1,4,68,68,40,6,90
14,19,7,2,4,41,31,24,10,87
7,20,9,4,6,77,1,35,4,73
18,19,6,1,7,83,59,34,7,98
16,1,8,2,7,180,49,13,6,60
4,2,10,4,7,43,94,15,4,48
19,20,2,5,4,55,59,18,9,86
11,9,2,6,3,147,63,20,1,49
8,20,6,2,4,166,67,29,1,72
9,13,4,6,7,48,9,27,1,50
19,9,6,5,3,43,77,5,9,75
5,7,3,5,6,163,22,15,4,32
17,20,4,2,4,166,1,2,5,64
11,12,2,6,4,102,57,26,7,63
3,19,2,3,4,88,13,5,7,40
1,13,2,1,3,111,79,16,9,49
16,11,4,4,3,93,60,11,2,61
5,10,2,2,3,111,76,36,10,64
3,12,3,1,6,51,32,10,9,42
6,10,1,2,7,66,75,21,7,50
19,12,8,2,7,77,93,11,2,79
5,4,1,6,7,77,98,34,6,49
5,5,4,5,3,109,27,31,4,43
3,4,5,2,5,131,20,14,5,31
19,3,10,6,6,94,87,19,5,77
1,20,9,1,4,43,62,27,2,66
16,11,7,5,5,139,95,34,8,90
6,1,5,3,6,48,91,25,5,49
20,4,4,1,5,131,12,36,2,69
14,15,3,3,7,103,80,27,7,78
5,7,9,1,7,197,14,8,2,37
20,5,9,5,3,147,39,3,1,60
1,17,4,4,7,89,87,5,9,48
10,13,6,5,4,66,97,28,5,74
1,15,5,3,6,139,15,14,4,38
17,19,3,6,6,199,27,27,6,77
13,7,1,1,5,156,27,8,9,48
10,16,7,3,5,127,80,4,2,60
13,3,6,1,5,153,26,20,3,52
9,14,6,3,6,133,17,26,8,65
20,11,2,4,3,89,84,22,8,82
19,16,4,3,4,67,10,15,2,69
16,14,9,5,5,46,62,36,7,94
14,13,10,1,5,93,30,27,1,76
1,17,6,3,6,118,66,15,8,55
6,16,4,6,6,129,10,29,6,55
